2016-02-13 23:46:10 INFO  SimpleDataGson:28 - -------Round 1
2016-02-13 23:46:17 INFO  SimpleDataGson:54 - Json Generation Time(ms):: 4115421919
2016-02-13 23:46:18 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 251 MB
2016-02-13 23:46:18 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 23:46:24 INFO  SimpleDataGson:64 - Generating Map from json Time(ms):: 5979578577
2016-02-13 23:46:24 INFO  SimpleDataGson:65 - --------------------------------------------------------------------------
2016-02-13 23:46:37 INFO  SimpleDataGson:77 - Generating Actual Object from json Time(ms):: 8799068872
2016-02-13 23:46:37 INFO  SimpleDataGson:78 - --------------------------------------------------------------------------
2016-02-13 23:46:41 INFO  SimpleDataGson:28 - -------Round 2
2016-02-13 23:46:46 INFO  SimpleDataGson:54 - Json Generation Time(ms):: 3215032264
2016-02-13 23:46:47 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 251 MB
2016-02-13 23:46:47 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 23:46:52 INFO  SimpleDataGson:64 - Generating Map from json Time(ms):: 5430384274
2016-02-13 23:46:52 INFO  SimpleDataGson:65 - --------------------------------------------------------------------------
2016-02-13 23:46:58 INFO  SimpleDataGson:77 - Generating Actual Object from json Time(ms):: 3081980964
2016-02-13 23:46:58 INFO  SimpleDataGson:78 - --------------------------------------------------------------------------
2016-02-13 23:47:02 INFO  SimpleDataGson:28 - -------Round 3
2016-02-13 23:47:08 INFO  SimpleDataGson:54 - Json Generation Time(ms):: 3074217879
2016-02-13 23:47:08 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 251 MB
2016-02-13 23:47:08 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 23:47:14 INFO  SimpleDataGson:64 - Generating Map from json Time(ms):: 6177310679
2016-02-13 23:47:14 INFO  SimpleDataGson:65 - --------------------------------------------------------------------------
2016-02-13 23:47:21 INFO  SimpleDataGson:77 - Generating Actual Object from json Time(ms):: 3172692933
2016-02-13 23:47:21 INFO  SimpleDataGson:78 - --------------------------------------------------------------------------
2016-02-13 23:47:24 INFO  SimpleDataGson:28 - -------Round 4
2016-02-13 23:47:31 INFO  SimpleDataGson:54 - Json Generation Time(ms):: 4090244194
2016-02-13 23:47:32 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 251 MB
2016-02-13 23:47:32 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-13 23:47:39 INFO  SimpleDataGson:64 - Generating Map from json Time(ms):: 7408656634
2016-02-13 23:47:39 INFO  SimpleDataGson:65 - --------------------------------------------------------------------------
2016-02-13 23:47:45 INFO  SimpleDataGson:77 - Generating Actual Object from json Time(ms):: 3023505579
