2016-02-14 00:11:43 INFO  SimpleDataGson:28 - -------Round 1
2016-02-14 00:11:50 INFO  SimpleDataGson:54 - Json Generation Time(ms):: 4340606275
2016-02-14 00:11:51 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 251 MB
2016-02-14 00:11:51 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-14 00:12:03 INFO  SimpleDataGson:64 - Generating Map from json Time(ms):: 12287382597
2016-02-14 00:12:04 INFO  SimpleDataGson:65 - --------------------------------------------------------------------------
2016-02-14 00:12:17 INFO  SimpleDataGson:77 - Generating Actual Object from json Time(ms):: 6381797289
2016-02-14 00:12:17 INFO  SimpleDataGson:78 - --------------------------------------------------------------------------
2016-02-14 00:12:20 INFO  SimpleDataGson:28 - -------Round 2
2016-02-14 00:12:26 INFO  SimpleDataGson:54 - Json Generation Time(ms):: 3447057973
2016-02-14 00:12:27 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 251 MB
2016-02-14 00:12:27 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-14 00:12:34 INFO  SimpleDataGson:64 - Generating Map from json Time(ms):: 6964375308
2016-02-14 00:12:34 INFO  SimpleDataGson:65 - --------------------------------------------------------------------------
2016-02-14 00:12:40 INFO  SimpleDataGson:77 - Generating Actual Object from json Time(ms):: 3299282232
2016-02-14 00:12:40 INFO  SimpleDataGson:78 - --------------------------------------------------------------------------
2016-02-14 00:12:44 INFO  SimpleDataGson:28 - -------Round 3
2016-02-14 00:12:49 INFO  SimpleDataGson:54 - Json Generation Time(ms):: 3187362899
2016-02-14 00:12:50 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 251 MB
2016-02-14 00:12:50 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-14 00:12:56 INFO  SimpleDataGson:64 - Generating Map from json Time(ms):: 5988912359
2016-02-14 00:12:56 INFO  SimpleDataGson:65 - --------------------------------------------------------------------------
2016-02-14 00:13:02 INFO  SimpleDataGson:77 - Generating Actual Object from json Time(ms):: 3037755534
2016-02-14 00:13:02 INFO  SimpleDataGson:78 - --------------------------------------------------------------------------
2016-02-14 00:13:05 INFO  SimpleDataGson:28 - -------Round 4
2016-02-14 00:13:11 INFO  SimpleDataGson:54 - Json Generation Time(ms):: 3119391095
2016-02-14 00:13:11 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 251 MB
2016-02-14 00:13:11 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-14 00:13:17 INFO  SimpleDataGson:64 - Generating Map from json Time(ms):: 5743481451
2016-02-14 00:13:17 INFO  SimpleDataGson:65 - --------------------------------------------------------------------------
2016-02-14 00:13:24 INFO  SimpleDataGson:77 - Generating Actual Object from json Time(ms):: 3686319782
2016-02-14 00:13:24 INFO  SimpleDataGson:78 - --------------------------------------------------------------------------
2016-02-14 00:13:28 INFO  SimpleDataGson:28 - -------Round 5
2016-02-14 00:13:34 INFO  SimpleDataGson:54 - Json Generation Time(ms):: 3934239566
2016-02-14 00:13:35 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 251 MB
2016-02-14 00:13:35 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-14 00:14:09 INFO  SimpleDataGson:64 - Generating Map from json Time(ms):: 33567932922
2016-02-14 00:14:09 INFO  SimpleDataGson:65 - --------------------------------------------------------------------------
2016-02-14 00:14:15 INFO  SimpleDataGson:77 - Generating Actual Object from json Time(ms):: 3086910165
2016-02-14 00:14:15 INFO  SimpleDataGson:78 - --------------------------------------------------------------------------
2016-02-14 00:14:18 INFO  SimpleDataGson:28 - -------Round 6
2016-02-14 00:14:24 INFO  SimpleDataGson:54 - Json Generation Time(ms):: 3234168394
2016-02-14 00:14:24 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 251 MB
2016-02-14 00:14:24 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-14 00:14:45 INFO  SimpleDataGson:64 - Generating Map from json Time(ms):: 20216556381
2016-02-14 00:14:45 INFO  SimpleDataGson:65 - --------------------------------------------------------------------------
2016-02-14 00:14:51 INFO  SimpleDataGson:77 - Generating Actual Object from json Time(ms):: 3030008238
2016-02-14 00:14:51 INFO  SimpleDataGson:78 - --------------------------------------------------------------------------
2016-02-14 00:14:54 INFO  SimpleDataGson:28 - -------Round 7
2016-02-14 00:15:00 INFO  SimpleDataGson:54 - Json Generation Time(ms):: 3455602658
2016-02-14 00:15:00 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 251 MB
2016-02-14 00:15:00 INFO  SimpleDataGson:31 - --------------------------------------------------------------------------
2016-02-14 00:15:20 INFO  SimpleDataGson:64 - Generating Map from json Time(ms):: 19443209589
2016-02-14 00:15:20 INFO  SimpleDataGson:65 - --------------------------------------------------------------------------
2016-02-14 00:15:26 INFO  SimpleDataGson:77 - Generating Actual Object from json Time(ms):: 2945137729
2016-02-14 00:15:26 INFO  SimpleDataGson:78 - --------------------------------------------------------------------------
2016-02-14 00:15:29 INFO  SimpleDataGson:28 - -------Round 8
2016-02-14 00:15:34 INFO  SimpleDataGson:54 - Json Generation Time(ms):: 3152326775
2016-02-14 00:15:35 INFO  SimpleDataGson:30 - Size of Simple content Gson :: 251 MB
